chart_id,family,seed,opportunity,proposal_id,parent_id,anchor_time,anchor_beat,end_time,end_beat,lane,membership,action,rng_before,rng_after
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",1,"OP-00005405-LnInterior-S53-T8240-A8240",0c0598f7c40832fc0466305a4fea7814b84782ef4dc4385c32ff585830b59006,O00000053,8240,23,249599999999993800106666667,8666,24,499199999999993466880000001,4,NoObservedRelation,ABSTAIN,110,110
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",4,"OP-00005467-LnInterior-S2865-T151336-A151336",729801d4312b69b446f24dfa5ee6348f20eff806c79ec34687b1a1cc44b1a6ea,O00002865,151336,442,99786666666654853390222222,151549,443,62266666666654836728888889,5,CandidateObservedAmongAlternatives,ADMIT,3744,3744
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",4,"OP-00005477-LnInterior-S3468-T181166-A181166",fed0e12976ccf7422215279714c3c47bf6a522eda651a5f9a270d2bc02877604,O00003468,181166,530,49919999999985853354666667,181208,530,62239999999985850069333329,3,CandidateNotObserved,ABSTAIN,4493,4493
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",4,"OP-00005480-LnInterior-S4356-T218666-A218666",1897ab60d5f437882e2fbaa68b2246976c876de338de592a6ab747c550b67864,O00004356,218666,640,49919999999982920021333333,218751,640,74853333333316246705777782,2,CandidateNotObserved,ABSTAIN,5557,5557
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",5,"OP-00005400-LnInterior-S11-T2189-A2189",9c3ad04df388a4be9930f84481824de9c0880eb16ca72dd2d9743d52c3993498,O00000011,2189,5,4999999999999985333333333333,2274,5,749333333333331800177777777,0,CandidateNotObserved,ABSTAIN,32,32
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",5,"OP-00005401-LnInterior-S11-T2870-A2870",bfa721dabb8f2fee768411e37638ce07cd082a1c805f401e2ab9bd95cf1c5a7d,O00000011,2870,7,49759999999999800064,3467,9,248799999999997533653333333,2,NoObservedRelation,ABSTAIN,41,41
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",5,"OP-00005404-LnInterior-S53-T7643-A7643",d278c3355b584406cd280d460f6607bdf4eea56344fad9b240314b7f42d93166,O00000053,7643,21,498399999999994267093333333,8069,22,747999999999993933866666666,3,CandidateNotObserved,ABSTAIN,109,109
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",5,"OP-00005405-LnInterior-S53-T8240-A8240",0c0598f7c40832fc0466305a4fea7814b84782ef4dc4385c32ff585830b59006,O00000053,8240,23,249599999999993800106666667,8666,24,499199999999993466880000001,4,NoObservedRelation,ABSTAIN,115,115
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",5,"OP-00005409-LnInterior-S108-T13609-A13609",b769766bf90e4d70b62c83a0922eef88aa654540df119af6b5d0d6eb654cdcc5,O00000108,13609,38,998666666666656267022222222,13694,39,24799999999998953386666667,1,NoObservedRelation,ABSTAIN,204,204
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",5,"OP-00005439-LnInterior-S2240-T116862-A116862",56319ca293201ae10fd3ca541e8f308c9d529b4f34b6343543d034c95f7ab236,O00002240,116862,341,87413333333324216689777778,116947,342,12346666666657543374222222,3,NoObservedRelation,ABSTAIN,2809,2809
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",5,"OP-00005444-LnInterior-S2505-T130711-A130711",592f7f494784a036099d6ae5f34628f08f3bc6cfa394bf1fba9394b19c1d27cd,O00002505,130711,382,49786666666656466723555556,130966,383,24586666666656446776888889,4,CandidateNotObserved,ABSTAIN,3159,3159
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",5,"OP-00005449-LnInterior-S2611-T136762-A136762",0d9dceed8acb423a4249d7f493ecdf05f7950bd8d6bd6b7a9421c97af64f344a,O00002611,136762,400,24746666666655993400888889,136876,400,58186666666655984483555556,1,NoObservedRelation,ABSTAIN,3309,3309
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",5,"OP-00005451-LnInterior-S2636-T138211-A138211",5c5db50821df58bdce3b91f853a4df5bd9279890bd5742f79beaabe403178208,O00002636,138211,404,49786666666655880056888889,138253,404,62106666666655876771555556,4,NoObservedRelation,ABSTAIN,3349,3349
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",5,"OP-00005456-LnInterior-S2733-T144007-A144007",c442b9c04ad5feab8c3a8bb99019753c00b7bc2e55e4a54d504a24ebbba4bc9f,O00002733,144007,421,49946666666655426680888889,144049,421,62266666666655423395555557,4,CandidateNotObserved,ABSTAIN,3500,3500
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",5,"OP-00005460-LnInterior-S2784-T147245-A147245",5720cc41da57a766a05c2b7b8f2a78e217cda7b67a3be86242133156b31796e0,O00002784,147245,430,99759999999988506730666667,147287,431,12079999999988503445333338,6,NoObservedRelation,ABSTAIN,3595,3595
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",5,"OP-00005461-LnInterior-S2784-T147416-A147416",a093734644c0a8ba82ac5e17397d003efc5dc5aa8805ced0bc361713b68ba2e5,O00002784,147416,431,49919999999988493354666667,147458,431,62239999999988490069333329,0,CandidateNotObserved,ABSTAIN,3603,3603
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",5,"OP-00005462-LnInterior-S2809-T148779-A148779",c97f192366b4d58fb413e108c723dafed9eaf3e3f9e17613467efd19d0ecdffe,O00002809,148779,435,49733333333321720071111111,148822,435,62346666666655050040888884,0,NoObservedRelation,ABSTAIN,3644,3644
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",5,"OP-00005467-LnInterior-S2865-T151336-A151336",ecd984f092ddad1c863e3403161adb17521ba61cdb93f2804e4963db85471810,O00002865,151336,442,99786666666654853390222222,151379,443,12399999999988183360000003,1,CandidateNotObserved,ABSTAIN,3727,3727
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",5,"OP-00005469-LnInterior-S2951-T154916-A154916",4124a3b835ce3bd9aa74c2b8dcdc84b07709badf59e196187623f9f48edb6205,O00002951,154916,453,49919999999987906688,157089,459,8733333333332107004444444,6,CandidateNotObserved,ABSTAIN,3829,3829
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",5,"OP-00005477-LnInterior-S3468-T181166-A181166",be95a6d42e69dd611b30e532c659cf3c9af16238a3060617bc77d3350622eaca,O00003468,181166,530,49919999999985853354666667,181209,530,62533333333319183324444446,4,CandidateNotObserved,ABSTAIN,4477,4477
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005401-LnInterior-S11-T2870-A2870",0fb2d4cc73d566704190f8c6d7b4bd801b77bf5ff768705670e0dda474d004b6,O00000011,2870,7,49759999999999800064,3125,8,245599999999997801173333333,5,NoObservedRelation,ABSTAIN,30,30
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005403-LnInterior-S32-T5598-A5598",9449ae568cba61ee6e1c2d7023a27fd9b5747078203d40d3e5dc53d36bef3181,O00000032,5598,15,499733333333329200071111111,6194,17,247999999999995400533333333,2,NoObservedRelation,ABSTAIN,67,67
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005405-LnInterior-S53-T8240-A8240",9a4da553225a1368d3f0e9bb4d587078eeb9b9b26140c0c11b2a636fafcd6a16,O00000053,8240,23,249599999999993800106666667,8325,23,498933333333327066951111111,6,NoObservedRelation,ABSTAIN,102,102
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005411-LnInterior-S145-T16336-A16336",d650695739ba551e290ec4053560bfc60c171d3b46b8771cc69985133533550c,O00000145,16336,46,997866666666654133902222222,16592,47,748799999999987266986666669,2,NoObservedRelation,ABSTAIN,240,240
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005415-LnInterior-S221-T20981-A20981",94857d28a4aa18445a90e51dc8d4e8796db82fb7677beba410389350a8838343,O00000221,20981,60,623199999999983833813333333,21024,60,74933333333331713351111111,5,NoObservedRelation,ABSTAIN,329,329
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005425-LnInterior-S2003-T100029-A100029",037c9d2c34575c67831b17ba7ab8ac392dc9f4d892dc16e15fa8cfd1bde6b5bf,O00002003,100029,292,49733333333325533404444444,100114,292,74666666666658860088888888,2,NoObservedRelation,ABSTAIN,2455,2455
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005430-LnInterior-S2197-T111109-A111109",de4fa1545d08431f84510a0cd050d00d273ad68b85ceee4c4ac3da5dd1df4e12,O00002197,111109,324,99866666666658000035555556,113069,330,74799999999991180053333333,2,NoObservedRelation,ABSTAIN,2716,2716
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005431-LnInterior-S2197-T111791-A111791",5bed8868a8d0b89d1d401ab8f2a2c9e5ed9cc0db9b8a8abbb3291ac3bcf80483,O00002197,111791,326,99919999999991280021333333,112515,329,12293333333324556721777778,2,NoObservedRelation,ABSTAIN,2723,2723
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005433-LnInterior-S2200-T112515-A112515",42a24cae537776fd8d31b345aaeb814cba5adbdb107cd1b8c2773d4f74c82c7c,O00002200,112515,329,12293333333324556721777778,113197,331,12346666666657836707555556,4,NoObservedRelation,ABSTAIN,2733,2733
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005435-LnInterior-S2219-T114518-A114518",805c087b30fd93a780c3c986e4ff7f94361ecefbe5650d277b40e0e08a14e7a3,O00002219,114518,334,99839999999991066709333333,115242,337,12213333333324343409777778,4,NoObservedRelation,ABSTAIN,2755,2755
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005439-LnInterior-S2240-T116862-A116862",56319ca293201ae10fd3ca541e8f308c9d529b4f34b6343543d034c95f7ab236,O00002240,116862,341,87413333333324216689777778,116947,342,12346666666657543374222222,0,NoObservedRelation,ABSTAIN,2784,2784
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005438-LnInterior-S2240-T117245-A117245",86cadd996f949d70a0bae0cc41a9a8fa0aa7cef281ea3261a918c4cd9f5739d6,O00002240,117245,342,99759999999990853397333333,117330,343,24693333333324180081777777,2,CandidateNotObserved,ABSTAIN,2793,2793
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005449-LnInterior-S2611-T136762-A136762",f53421603b15ca2e9e6a16a3330557f1a1a3eae25e0474c0c8b8ead5976122ec,O00002611,136762,400,24746666666655993400888889,136805,400,37359999999989323370666671,1,NoObservedRelation,ABSTAIN,3291,3291
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005451-LnInterior-S2636-T138211-A138211",a4e833da6b6f540149f4c70a2843a63341d0b72e25ed2afb823cc4a2abff0da9,O00002636,138211,404,49786666666655880056888889,138254,404,62399999999989210026666668,4,NoObservedRelation,ABSTAIN,3333,3333
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005450-LnInterior-S2636-T138552-A138552",0d8ed8e142b3e05838f816100eadf476ea2d44dff66b530d5e26dcb760b2f958,O00002636,138552,405,49813333333322520049777778,138595,405,62426666666655850019555558,4,CandidateNotObserved,ABSTAIN,3342,3342
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005453-LnInterior-S2686-T141492-A141492",10d1cb07a99b2abefe2fafcb96d852ee1cbaa58cdb9726c70dbaba9f1a3045ff,O00002686,141492,414,12213333333322290076444444,141535,414,2482666666665562004622222,2,NoObservedRelation,ABSTAIN,3414,3414
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005455-LnInterior-S2709-T143154-A143154",8d07137e3cc08f6b5e5b0f121270ccd455f28cce46096f099f0f3721e0946640,O00002709,143154,418,99733333333322160071111111,143196,419,12053333333322156785777773,3,CandidateNotObserved,ABSTAIN,3468,3468
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005456-LnInterior-S2733-T144007-A144007",4f95212ae41910b139e770268c0c076b9d2522935a68f96d3554b5f20a9df0e6,O00002733,144007,421,49946666666655426680888889,144050,421,62559999999988756650666669,4,CandidateNotObserved,ABSTAIN,3491,3491
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005460-LnInterior-S2784-T147245-A147245",760817ab0c4ca8e07dc0a82c5efcf49a689f57594766ac2fab058215da3d92df,O00002784,147245,430,99759999999988506730666667,147288,431,12373333333321836700444449,6,NoObservedRelation,ABSTAIN,3587,3587
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005461-LnInterior-S2784-T147416-A147416",9bdd828a3c58431d10e2dbc2f41098344d7f49dc3689e7fe8d83accb352f0f90,O00002784,147416,431,49919999999988493354666667,147459,431,6253333333332182332444444,6,CandidateNotObserved,ABSTAIN,3595,3595
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005462-LnInterior-S2809-T148779-A148779",c97f192366b4d58fb413e108c723dafed9eaf3e3f9e17613467efd19d0ecdffe,O00002809,148779,435,49733333333321720071111111,148822,435,62346666666655050040888884,0,NoObservedRelation,ABSTAIN,3643,3643
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005466-LnInterior-S2865-T150995-A150995",535ed40fcb04ef233fa144d25a137d43bdd7edc5ddc74fb811c83242d6b4790e,O00002865,150995,441,99759999999988213397333333,151037,442,12079999999988210112000001,5,CandidateNotObserved,ABSTAIN,3705,3705
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005467-LnInterior-S2865-T151336-A151336",ecd984f092ddad1c863e3403161adb17521ba61cdb93f2804e4963db85471810,O00002865,151336,442,99786666666654853390222222,151379,443,12399999999988183360000003,5,CandidateNotObserved,ABSTAIN,3719,3719
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005469-LnInterior-S2951-T154916-A154916",4124a3b835ce3bd9aa74c2b8dcdc84b07709badf59e196187623f9f48edb6205,O00002951,154916,453,49919999999987906688,157089,459,8733333333332107004444444,6,CandidateNotObserved,ABSTAIN,3822,3822
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005470-LnInterior-S2956-T157089-A157089",0b7f4d6c5cc9fa37d30ee721ae598b5e772ba7d8e60502e0509690371b27e12e,O00002956,157089,459,87333333333321070044444444,157131,459,99653333333321066759111107,6,NoObservedRelation,ABSTAIN,3828,3828
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",6,"OP-00005477-LnInterior-S3468-T181166-A181166",fed0e12976ccf7422215279714c3c47bf6a522eda651a5f9a270d2bc02877604,O00003468,181166,530,49919999999985853354666667,181208,530,62239999999985850069333329,3,CandidateNotObserved,ABSTAIN,4475,4475
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",7,"OP-00005400-LnInterior-S11-T2189-A2189",193310447f4c955e46219fecfb3c2ff2a102d1c8be97c6087fccb69d1bc2d46e,O00000011,2189,5,4999999999999985333333333333,3296,8,747199999999997667413333333,5,CandidateNotObserved,ABSTAIN,28,28
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",7,"OP-00005401-LnInterior-S11-T2870-A2870",0fb2d4cc73d566704190f8c6d7b4bd801b77bf5ff768705670e0dda474d004b6,O00000011,2870,7,49759999999999800064,3125,8,245599999999997801173333333,2,NoObservedRelation,ABSTAIN,34,34
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",7,"OP-00005403-LnInterior-S32-T5598-A5598",07e3a7b7fd0b92fe633b2b5fcb3e13b60635708f815734574412d982b2a62d5a,O00000032,5598,15,499733333333329200071111111,5683,15,749066666666662466915555555,0,NoObservedRelation,ABSTAIN,66,66
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",7,"OP-00005405-LnInterior-S53-T8240-A8240",9a4da553225a1368d3f0e9bb4d587078eeb9b9b26140c0c11b2a636fafcd6a16,O00000053,8240,23,249599999999993800106666667,8325,23,498933333333327066951111111,2,NoObservedRelation,ABSTAIN,106,106
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",7,"OP-00005411-LnInterior-S145-T16336-A16336",209eef2ef4a37fd0c43eb514404859e40b9406b8ab94b6a17520dd36f73950d3,O00000145,16336,46,997866666666654133902222222,16421,47,24719999999998740074666667,4,NoObservedRelation,ABSTAIN,251,251
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",7,"OP-00005412-LnInterior-S181-T19064-A19064",f91be42def478e85c33466b55d1116bc16d05775d1cef5c46a321cd7e765a93d,O00000181,19064,54,999999999999985333333333333,19106,55,12319999999998530048000000,5,NoObservedRelation,ABSTAIN,305,305
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",7,"OP-00005415-LnInterior-S221-T20981-A20981",9408fcd6c465666a841246293c454dce826b03bb87aee5f436b8c154930ce189,O00000221,20981,60,623199999999983833813333333,21023,60,74639999999998380096000000,5,NoObservedRelation,ABSTAIN,349,349
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",7,"OP-00005425-LnInterior-S2003-T100029-A100029",037c9d2c34575c67831b17ba7ab8ac392dc9f4d892dc16e15fa8cfd1bde6b5bf,O00002003,100029,292,49733333333325533404444444,100114,292,74666666666658860088888888,0,NoObservedRelation,ABSTAIN,2500,2500
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",7,"OP-00005429-LnInterior-S2053-T102927-A102927",700c33aa9c455c833f33f1a8413bfd1a836d0784858c2f8cca653c02cfdffb81,O00002053,102927,300,99813333333325306716444444,102970,301,12426666666658636686222222,4,NoObservedRelation,ABSTAIN,2570,2570
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",7,"OP-00005435-LnInterior-S2219-T114518-A114518",e37695c67df99ca1c7ebb992d16289508fbad8577d65177e890d6fdd4a394d7b,O00002219,114518,334,99839999999991066709333333,115797,338,75013333333324299996444444,4,NoObservedRelation,ABSTAIN,2797,2797
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",7,"OP-00005444-LnInterior-S2505-T130711-A130711",af823cdfbc8e1f025c022a51aca65814748229b73c7737bcf5f832776754ad7a,O00002505,130711,382,49786666666656466723555556,130797,382,75013333333323126663111111,3,CandidateNotObserved,ABSTAIN,3170,3170
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",7,"OP-00005447-LnInterior-S2539-T134632-A134632",7b822bb912d269920da391ef57b89e9b30a12feac07877f06808ccd4f94929de,O00002539,134632,393,99946666666656160014222222,134675,394,12559999999989489983999999,5,CandidateNotObserved,ABSTAIN,3270,3270
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",7,"OP-00005449-LnInterior-S2611-T136762-A136762",295dc2dada1913289a52818c114faafae81a6d2be1982ccd2e46ac7c4158bf9d,O00002611,136762,400,24746666666655993400888889,136804,400,37066666666655990115555558,1,NoObservedRelation,ABSTAIN,3330,3330
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",7,"OP-00005448-LnInterior-S2611-T137359-A137359",6d2500121c14e1d19d3a32dc291d9bb98042cc3b788d4054170c61487b419067,O00002611,137359,401,99866666666655946702222222,137402,402,12479999999989276671999998,2,CandidateNotObserved,ABSTAIN,3353,3353
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",7,"OP-00005450-LnInterior-S2636-T138552-A138552",7c0827feef9d9e891bdfc158f1bb351f6a58da1d8962d1708c8cfd633b44ed29,O00002636,138552,405,49813333333322520049777778,138637,405,74746666666655846734222222,1,CandidateNotObserved,ABSTAIN,3386,3386
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",7,"OP-00005452-LnInterior-S2686-T141620-A141620",1ece7e8fcf2b193a0bd8689923f2e1751e96495519494f1b6be979b9ca5c73f6,O00002686,141620,414,49759999999988946730666667,141662,414,62079999999988943445333332,0,CandidateNotObserved,ABSTAIN,3469,3469
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",7,"OP-00005457-LnInterior-S2733-T143666-A143666",9b936d3e9bd3baba68a87164de61e3d9e03198cd5c745962abfaa32f293df942,O00002733,143666,420,49919999999988786688,143708,420,62239999999988783402666667,0,CandidateObservedUnique,ADMIT,3532,3532
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",7,"OP-00005456-LnInterior-S2733-T144007-A144007",4f95212ae41910b139e770268c0c076b9d2522935a68f96d3554b5f20a9df0e6,O00002733,144007,421,49946666666655426680888889,144050,421,62559999999988756650666669,0,CandidateNotObserved,ABSTAIN,3542,3542
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",7,"OP-00005460-LnInterior-S2784-T147245-A147245",760817ab0c4ca8e07dc0a82c5efcf49a689f57594766ac2fab058215da3d92df,O00002784,147245,430,99759999999988506730666667,147288,431,12373333333321836700444449,6,NoObservedRelation,ABSTAIN,3641,3641
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",7,"OP-00005462-LnInterior-S2809-T148779-A148779",c97f192366b4d58fb413e108c723dafed9eaf3e3f9e17613467efd19d0ecdffe,O00002809,148779,435,49733333333321720071111111,148822,435,62346666666655050040888884,2,NoObservedRelation,ABSTAIN,3697,3697
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",7,"OP-00005469-LnInterior-S2951-T154916-A154916",7e4e14f5e140bb45cca51c3d6f001412e9517f302ba3553c52609d40696dd066,O00002951,154916,453,49919999999987906688,154959,453,62533333333321236657777777,5,CandidateNotObserved,ABSTAIN,3874,3874
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",7,"OP-00005477-LnInterior-S3468-T181166-A181166",be95a6d42e69dd611b30e532c659cf3c9af16238a3060617bc77d3350622eaca,O00003468,181166,530,49919999999985853354666667,181209,530,62533333333319183324444446,4,CandidateNotObserved,ABSTAIN,4512,4512
